GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
1428	6.01e-03	2.96e-03	0.887	2.971536	2.636154	157.53	CRYM	crystallin mu
148268	6.01e-03	2.97e-03	0.199	2.971229	0.591429	471.18	ZNF570	zinc finger protein 570
83940	6.01e-03	2.97e-03	0.196	-2.971044	-0.582336	321.51	TATDN1	TatD DNase domain containing 1
101926893	6.02e-03	2.97e-03	0.53	2.970733	1.575091	42.22	LIX1-AS1	LIX1 and RIOK2 antisense RNA 1
1870	6.02e-03	2.97e-03	0.486	-2.97046	-1.444956	197.97	E2F2	E2F transcription factor 2
107986027	6.03e-03	2.98e-03	0.462	2.970244	1.371882	9.26	LOC107986027	uncharacterized LOC107986027
84516	6.03e-03	2.98e-03	0.243	-2.970013	-0.720775	2850.31	DCTN5	dynactin subunit 5
404665	6.03e-03	2.98e-03	0.233	-2.970009	-0.691707	75.62	CACTIN-AS1	CACTIN antisense RNA 1
128864	6.04e-03	2.98e-03	0.443	-2.969613	-1.316661	4.97	C20orf144	chromosome 20 open reading frame 144
49856	6.04e-03	2.98e-03	0.183	-2.969394	-0.544414	169.34	WRAP73	WD repeat containing, antisense to TP73
2167	6.04e-03	2.98e-03	0.567	2.969336	1.684488	20.63	FABP4	fatty acid binding protein 4
84954	6.05e-03	2.99e-03	0.211	-2.969191	-0.626747	113.41	MPND	MPN domain containing
254359	6.05e-03	2.99e-03	0.197	-2.968908	-0.584781	363.03	ZDHHC24	zinc finger DHHC-type containing 24
22992	6.06e-03	2.99e-03	0.154	-2.968639	-0.457497	1184.24	KDM2A	lysine demethylase 2A
105369421	6.06e-03	2.99e-03	0.384	2.968502	1.141127	9.23	LOC105369421	uncharacterized LOC105369421
107984210	6.06e-03	2.99e-03	0.29	-2.968423	-0.861377	35.02	LOC107984210	uncharacterized LOC107984210
25890	6.06e-03	2.99e-03	0.7	-2.968352	-2.076925	810.33	ABI3BP	ABI family member 3 binding protein
55367	6.07e-03	3.00e-03	0.279	-2.967967	-0.8284	171.16	PIDD1	p53-induced death domain protein 1
221079	6.07e-03	3.00e-03	0.285	-2.967881	-0.846379	796.08	ARL5B	ADP ribosylation factor like GTPase 5B
284904	6.07e-03	3.00e-03	0.96	2.967849	2.850429	9.7	SEC14L4	SEC14 like lipid binding 4
153364	6.07e-03	3.00e-03	0.248	2.967548	0.735245	139.36	MBLAC2	metallo-beta-lactamase domain containing 2
9415	6.08e-03	3.01e-03	0.404	-2.967225	-1.197441	4307.49	FADS2	fatty acid desaturase 2
203523	6.08e-03	3.01e-03	0.216	-2.967218	-0.642345	270.24	ZNF449	zinc finger protein 449
80321	6.09e-03	3.01e-03	0.24	2.966798	0.713231	668.62	CEP70	centrosomal protein 70
57717	6.09e-03	3.01e-03	0.499	2.966806	1.481187	389.93	PCDHB16	protocadherin beta 16
122961	6.09e-03	3.01e-03	0.214	-2.966621	-0.633561	237.18	ISCA2	iron-sulfur cluster assembly 2
407047	6.10e-03	3.02e-03	0.529	2.965952	1.569658	74.64	MIR9-2	microRNA 9-2
574042	6.11e-03	3.02e-03	0.333	-2.965742	-0.987323	8.16	SNORA10	small nucleolar RNA, H/ACA box 10
8359	6.11e-03	3.02e-03	0.474	-2.965603	-1.404311	526.18	H4C1	H4 clustered histone 1
105379382	6.11e-03	3.02e-03	0.285	-2.965616	-0.845115	26.21	LOC105379382	uncharacterized LOC105379382
256957	6.12e-03	3.03e-03	0.502	2.965099	1.48763	16.83	HEATR9	HEAT repeat containing 9
83693	6.13e-03	3.03e-03	0.257	-2.964324	-0.760432	614.24	HSDL1	hydroxysteroid dehydrogenase like 1
645332	6.14e-03	3.04e-03	0.231	-2.964056	-0.686001	47.28	FAM86C2P	family with sequence similarity 86, member A pseudogene
51380	6.14e-03	3.04e-03	0.223	-2.963907	-0.660538	249.29	CSAD	cysteine sulfinic acid decarboxylase
54929	6.15e-03	3.04e-03	0.281	-2.963332	-0.831753	249.09	TMEM161A	transmembrane protein 161A
23019	6.15e-03	3.04e-03	0.2	-2.96329	-0.591788	3462.39	CNOT1	CCR4-NOT transcription complex subunit 1
414208	6.16e-03	3.05e-03	0.171	-2.963056	-0.507771	42.21	ZNF32-AS2	ZNF32 antisense RNA 2
102546175	6.16e-03	3.05e-03	0.641	2.962762	1.89993	22.86	LINC01338	long intergenic non-protein coding RNA 1338
441208	6.16e-03	3.05e-03	0.25	2.962777	0.740852	83.48	ZNRF2P1	zinc and ring finger 2 pseudogene 1
1066	6.17e-03	3.05e-03	0.777	2.962263	2.300343	28.88	CES1	carboxylesterase 1
6943	6.18e-03	3.06e-03	1.668	2.961664	4.940646	6.08	TCF21	transcription factor 21
100287171	6.18e-03	3.06e-03	0.224	-2.961633	-0.66383	434.26	WASHC1	WASH complex subunit 1
94032	6.19e-03	3.06e-03	0.354	2.961209	1.048639	60.09	CAMK2N2	calcium/calmodulin dependent protein kinase II inhibitor 2
100302183	6.19e-03	3.07e-03	0.265	-2.961024	-0.784388	27.78	MIR1825	microRNA 1825
101929018	6.20e-03	3.07e-03	0.382	2.96089	1.130381	18.06	LOC101929018	uncharacterized LOC101929018
105379443	6.20e-03	3.07e-03	0.543	2.960871	1.609073	9.89	LOC105379443	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene
101929777	6.20e-03	3.07e-03	0.624	2.960913	1.848209	15.16	LOC101929777	uncharacterized LOC101929777
105373953	6.20e-03	3.07e-03	1.02	2.960717	3.018883	12.83	LOC105373953	uncharacterized LOC105373953
58533	6.20e-03	3.07e-03	0.258	-2.960434	-0.762542	1375.68	SNX6	sorting nexin 6
55256	6.21e-03	3.08e-03	0.333	-2.960122	-0.985158	881.03	ADI1	acireductone dioxygenase 1
107984016	6.21e-03	3.08e-03	0.483	2.960001	1.42885	16.11	LOC107984016	uncharacterized LOC107984016
729234	6.22e-03	3.08e-03	0.379	2.959647	1.122761	85.31	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene
169044	6.22e-03	3.08e-03	0.635	2.959532	1.878223	446.21	COL22A1	collagen type XXII alpha 1 chain
1149	6.22e-03	3.08e-03	0.891	2.95954	2.637488	6.66	CIDEA	cell death inducing DFFA like effector a
2036	6.22e-03	3.08e-03	0.367	2.959526	1.085383	1295.24	EPB41L1	erythrocyte membrane protein band 4.1 like 1
107986153	6.22e-03	3.08e-03	0.299	2.959334	0.885725	44.48	LOC107986153	
122616	6.22e-03	3.08e-03	0.214	-2.959272	-0.633994	170.54	CLBA1	clathrin binding box of aftiphilin containing 1
112268022	6.22e-03	3.08e-03	0.44	2.959194	1.302228	382.79	LOC112268022	uncharacterized LOC112268022
105377412	6.22e-03	3.09e-03	0.614	2.959115	1.816145	14.08	LOC105377412	uncharacterized LOC105377412
142686	6.24e-03	3.09e-03	0.176	2.958224	0.520617	119.8	ASB14	ankyrin repeat and SOCS box containing 14
643246	6.24e-03	3.09e-03	0.312	2.958233	0.923923	26.85	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2
113218492	6.24e-03	3.10e-03	0.45	-2.958126	-1.329909	10.48	MIR10526	microRNA 10526
27283	6.25e-03	3.10e-03	1.307	2.958003	3.865123	6.66	TINAG	tubulointerstitial nephritis antigen
5931	6.25e-03	3.10e-03	0.209	-2.957892	-0.618195	1334.64	RBBP7	RB binding protein 7, chromatin remodeling factor
441250	6.25e-03	3.10e-03	0.251	2.957769	0.743398	136.74	TYW1B	tRNA-yW synthesizing protein 1 homolog B
57136	6.25e-03	3.10e-03	0.224	-2.957552	-0.661133	1530.39	APMAP	adipocyte plasma membrane associated protein
165	6.25e-03	3.10e-03	0.53	2.957473	1.568143	4225.29	AEBP1	AE binding protein 1
90326	6.27e-03	3.11e-03	0.256	-2.956841	-0.755972	296.34	THAP3	THAP domain containing 3
6327	6.27e-03	3.11e-03	0.727	2.956743	2.148373	204.96	SCN2B	sodium voltage-gated channel beta subunit 2
100129387	6.27e-03	3.11e-03	0.204	-2.956709	-0.603809	172.15	GABPB1-AS1	GABPB1 antisense RNA 1
728190	6.28e-03	3.11e-03	0.288	-2.956282	-0.851108	95.6	NUTM2A-AS1	NUTM2A antisense RNA 1
100289230	6.29e-03	3.12e-03	0.186	2.955684	0.549882	53.4	LOC100289230	uncharacterized LOC100289230
107986865	6.29e-03	3.12e-03	0.726	2.955484	2.146681	9.71	LOC107986865	uncharacterized LOC107986865
100129781	6.30e-03	3.12e-03	0.424	2.95529	1.254072	11.05	MIR193BHG	MIR193b-365a host gene
25888	6.30e-03	3.13e-03	0.25	-2.955021	-0.739324	338.61	ZNF473	zinc finger protein 473
10505	6.30e-03	3.13e-03	0.289	-2.954875	-0.85508	263.76	SEMA4F	ssemaphorin 4F
7218	6.30e-03	3.13e-03	0.566	-2.954751	-1.671781	50.08	TRP-AGG2-6	tRNA-Pro (anticodon AGG) 2-6
390927	6.34e-03	3.15e-03	0.307	2.953132	0.907955	280.88	ZNF793	zinc finger protein 793
6534	6.34e-03	3.15e-03	0.942	2.953096	2.782043	57.18	SLC6A7	solute carrier family 6 member 7
105377975	6.35e-03	3.15e-03	0.654	2.952508	1.931423	8.76	LOC105377975	uncharacterized LOC105377975
23057	6.35e-03	3.15e-03	0.592	2.952339	1.746627	740.08	NMNAT2	nicotinamide nucleotide adenylyltransferase 2
83590	6.36e-03	3.16e-03	0.3	-2.952071	-0.884549	277.36	TMUB1	transmembrane and ubiquitin like domain containing 1
22894	6.36e-03	3.16e-03	0.204	-2.951782	-0.602474	1288.76	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
4549	6.37e-03	3.16e-03	0.323	2.951506	0.953517	1047820.09	RNR1	s-rRNA
105375716	6.37e-03	3.16e-03	0.982	2.951246	2.897021	20.99	LOC105375716	uncharacterized LOC105375716
85462	6.39e-03	3.17e-03	0.417	2.95043	1.23154	140.51	FHDC1	FH2 domain containing 1
414197	6.40e-03	3.18e-03	0.188	-2.950082	-0.553229	41.8	ZNF32-AS1	ZNF32 antisense RNA 1
107986135	6.42e-03	3.19e-03	0.557	2.948916	1.644001	10.48	LOC107986135	
55502	6.42e-03	3.19e-03	0.492	2.948837	1.449701	545.99	HES6	hes family bHLH transcription factor 6
100526694	6.42e-03	3.19e-03	0.342	-2.948764	-1.008	332.26	MSANTD3-TMEFF1	MSANTD3-TMEFF1 readthrough
105376018	6.42e-03	3.19e-03	0.196	-2.948685	-0.579377	13.65	LOC105376018	uncharacterized LOC105376018
55534	6.43e-03	3.20e-03	0.298	-2.94827	-0.879637	256.2	MAML3	mastermind like transcriptional coactivator 3
84909	6.44e-03	3.20e-03	0.248	-2.947772	-0.732297	878.7	AOPEP	aminopeptidase O (putative)
151112	6.45e-03	3.21e-03	0.747	2.947312	2.201681	8.95	ZSWIM2	zinc finger SWIM-type containing 2
124402	6.46e-03	3.21e-03	0.305	-2.946835	-0.897504	71.71	UBALD1	UBA like domain containing 1
407	6.47e-03	3.22e-03	0.279	2.94637	0.823474	22.86	ARR3	arrestin 3
5534	6.47e-03	3.22e-03	0.251	2.946173	0.739831	1176.35	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
285016	6.48e-03	3.22e-03	0.442	-2.945905	-1.303198	28.16	ALKAL2	ALK and LTK ligand 2
730668	6.49e-03	3.23e-03	0.613	2.945065	1.806495	12.86	LOC730668	dynein heavy chain -like pseudogene
100532726	6.51e-03	3.24e-03	0.202	-2.944352	-0.595914	336.16	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough
105375530	6.51e-03	3.24e-03	0.354	2.944224	1.042087	19.72	LOC105375530	uncharacterized LOC105375530
55279	6.52e-03	3.24e-03	0.204	2.943793	0.600755	620.58	ZNF654	zinc finger protein 654
154197	6.52e-03	3.24e-03	0.596	2.943551	1.754467	13.75	PNLDC1	PARN like ribonuclease domain containing exonuclease 1
100129361	6.53e-03	3.25e-03	0.16	-2.94335	-0.47044	381.19	SMIM10L1	small integral membrane protein 10 like 1
105377208	6.54e-03	3.25e-03	0.695	2.942797	2.046296	10.7	LOC105377208	uncharacterized LOC105377208
54778	6.54e-03	3.25e-03	0.121	-2.94266	-0.356257	741.66	RNF111	ring finger protein 111
55861	6.56e-03	3.26e-03	0.44	2.941854	1.293538	427.05	DBNDD2	dysbindin domain containing 2
8407	6.57e-03	3.27e-03	0.43	-2.941461	-1.264375	2673.33	TAGLN2	transgelin 2
1755	6.57e-03	3.27e-03	0.64	2.941386	1.881292	26.44	DMBT1	deleted in malignant brain tumors 1
7326	6.57e-03	3.27e-03	0.205	-2.941362	-0.60354	802.78	UBE2G1	ubiquitin conjugating enzyme E2 G1
100128818	6.57e-03	3.27e-03	0.536	2.941366	1.576263	8.64	LPEQ6126	
147372	6.57e-03	3.27e-03	0.884	-2.941292	-2.601483	57.39	CCBE1	collagen and calcium binding EGF domains 1
112267988	6.57e-03	3.27e-03	0.274	2.941051	0.807235	35.17	LOC112267988	uncharacterized LOC112267988
81839	6.57e-03	3.27e-03	0.358	-2.940995	-1.051537	335.26	VANGL1	VANGL planar cell polarity protein 1
54937	6.57e-03	3.27e-03	0.44	2.940966	1.295464	30.35	SOHLH2	spermatogenesis and oogenesis specific basic helix-loop-helix 2
105373150	6.57e-03	3.27e-03	1.047	2.940978	3.078379	13.66	LOC105373150	uncharacterized LOC105373150
4205	6.57e-03	3.27e-03	0.245	2.940941	0.720264	1648.13	MEF2A	myocyte enhancer factor 2A
100128890	6.58e-03	3.27e-03	0.469	2.940798	1.378152	98.15	FAM66B	family with sequence similarity 66 member B
57636	6.58e-03	3.28e-03	0.332	-2.940479	-0.975261	907.11	ARHGAP23	Rho GTPase activating protein 23
107986708	6.59e-03	3.28e-03	0.58	2.940196	1.705046	10.81	LOC107986708	
9077	6.59e-03	3.28e-03	0.534	2.940076	1.568869	201.91	DIRAS3	DIRAS family GTPase 3
55924	6.60e-03	3.28e-03	0.407	-2.939747	-1.195962	904.07	INKA2	inka box actin regulator 2
10753	6.60e-03	3.28e-03	0.513	2.939753	1.50873	34.49	CAPN9	calpain 9
5514	6.60e-03	3.29e-03	0.187	-2.939705	-0.551101	1619.14	PPP1R10	protein phosphatase 1 regulatory subunit 10
55527	6.60e-03	3.29e-03	0.218	-2.939596	-0.640377	909.68	FEM1A	fem-1 homolog A
100189013	6.60e-03	3.29e-03	0.594	-2.939429	-1.745716	8.41	TRK-CTT1-2	tRNA-Lys (anticodon CTT) 1-2
55832	6.60e-03	3.29e-03	0.216	-2.939243	-0.633936	3657.5	CAND1	cullin associated and neddylation dissociated 1
101928659	6.61e-03	3.29e-03	0.285	-2.939132	-0.838451	6.58	C16orf95-DT	C16orf95 divergent transcript
4509	6.61e-03	3.29e-03	0.463	2.93904	1.359905	3088.19	ATP8	ATP synthase F0 subunit 8
55999	6.62e-03	3.30e-03	1.341	2.938501	3.939173	8.18	NXF4	nuclear RNA export factor 4 pseudogene
440515	6.62e-03	3.30e-03	0.248	2.938225	0.728527	526.08	ZNF506	zinc finger protein 506
2171	6.63e-03	3.30e-03	0.553	2.938021	1.625985	651.02	FABP5	fatty acid binding protein 5
100126332	6.63e-03	3.31e-03	0.286	-2.937813	-0.841018	13.97	MIR943	microRNA 943
164312	6.63e-03	3.31e-03	0.235	2.937719	0.691187	52.04	LRRN4	leucine rich repeat neuronal 4
55170	6.64e-03	3.31e-03	0.2	-2.93751	-0.58694	322.77	PRMT6	protein arginine methyltransferase 6
1666	6.64e-03	3.31e-03	0.234	-2.937172	-0.687697	642.05	DECR1	2,4-dienoyl-CoA reductase 1
26001	6.64e-03	3.31e-03	0.191	-2.937196	-0.562429	750.4	RNF167	ring finger protein 167
11252	6.65e-03	3.31e-03	0.255	-2.936915	-0.748055	905.97	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
256435	6.65e-03	3.32e-03	0.422	-2.936881	-1.238348	303.54	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
677847	6.65e-03	3.32e-03	0.243	-2.936628	-0.714236	88.4	SNORA81	small nucleolar RNA, H/ACA box 81
283981	6.66e-03	3.32e-03	0.351	2.936304	1.031035	30.9	LINC00685	long intergenic non-protein coding RNA 685
105369739	6.66e-03	3.32e-03	0.735	2.936182	2.158243	9.13	LINC02450	long intergenic non-protein coding RNA 2450
64849	6.67e-03	3.33e-03	0.384	2.935874	1.12675	147.86	SLC13A3	solute carrier family 13 member 3
105372314	6.67e-03	3.33e-03	1.546	2.935835	4.538667	6.09	LOC105372314	uncharacterized LOC105372314
10675	6.67e-03	3.33e-03	0.573	2.935805	1.681205	1328.46	CSPG5	chondroitin sulfate proteoglycan 5
92667	6.67e-03	3.33e-03	0.23	-2.935672	-0.674167	289.5	MGME1	mitochondrial genome maintenance exonuclease 1
23341	6.67e-03	3.33e-03	0.152	-2.935564	-0.447233	725.9	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
57511	6.67e-03	3.33e-03	0.245	-2.935493	-0.718627	637.27	COG6	component of oligomeric golgi complex 6
7007	6.68e-03	3.33e-03	0.25	2.93536	0.733862	88.99	TECTA	tectorin alpha
9333	6.69e-03	3.34e-03	0.737	2.934631	2.162833	28.2	TGM5	transglutaminase 5
7869	6.69e-03	3.34e-03	0.426	2.934435	1.249143	358.59	SEMA3B	semaphorin 3B
51147	6.70e-03	3.34e-03	0.193	-2.934149	-0.566195	389.2	ING4	inhibitor of growth family member 4
151516	6.70e-03	3.35e-03	0.343	2.934062	1.006505	36.55	ASPRV1	aspartic peptidase retroviral like 1
23381	6.71e-03	3.35e-03	0.215	-2.933781	-0.630391	1770.15	SMG5	SMG5 nonsense mediated mRNA decay factor
7625	6.71e-03	3.35e-03	0.316	-2.933709	-0.926964	267.3	ZNF74	zinc finger protein 74
101928953	6.71e-03	3.35e-03	0.227	-2.933464	-0.666141	100.26	LOC101928953	uncharacterized LOC101928953
6818	6.72e-03	3.35e-03	0.285	-2.933215	-0.834639	46.91	SULT1A3	sulfotransferase family 1A member 3
84224	6.72e-03	3.36e-03	0.25	-2.933146	-0.734001	221.21	NBPF3	NBPF member 3
54885	6.72e-03	3.36e-03	0.519	-2.933118	-1.52308	131.27	TBC1D8B	TBC1 domain family member 8B
9723	6.72e-03	3.36e-03	0.658	2.933072	1.929594	355.04	SEMA3E	semaphorin 3E
55096	6.72e-03	3.36e-03	0.224	-2.933022	-0.65741	57.94	EBLN2	endogenous Bornavirus like nucleoprotein 2
80335	6.72e-03	3.36e-03	0.185	-2.932834	-0.543721	2134.57	WDR82	WD repeat domain 82
107984433	6.73e-03	3.36e-03	0.574	2.932607	1.683038	11.55	LOC107984433	uncharacterized LOC107984433
7113	6.73e-03	3.36e-03	1.053	2.932526	3.088519	18.71	TMPRSS2	transmembrane serine protease 2
84676	6.74e-03	3.37e-03	0.994	2.932015	2.915517	10.88	TRIM63	tripartite motif containing 63
1842	6.74e-03	3.37e-03	0.415	2.931832	1.21733	451.11	ECM2	extracellular matrix protein 2
139285	6.75e-03	3.37e-03	0.24	-2.931344	-0.703287	268.12	AMER1	APC membrane recruitment protein 1
654434	6.76e-03	3.38e-03	0.192	2.931233	0.563072	96.66	SNHG20	small nucleolar RNA host gene 20
11247	6.76e-03	3.38e-03	0.625	-2.930961	-1.833232	68.04	NXPH4	neurexophilin 4
105370786	6.76e-03	3.38e-03	0.631	2.930864	1.848385	21.99	LOC105370786	
107985423	6.76e-03	3.38e-03	0.396	2.930774	1.161726	23.49	LOC107985423	uncharacterized LOC107985423
100499483	6.77e-03	3.39e-03	0.304	2.930339	0.890927	102.25	CCDC180	coiled-coil domain containing 180
83733	6.77e-03	3.39e-03	0.344	2.930268	1.007512	539.96	SLC25A18	solute carrier family 25 member 18
51374	6.77e-03	3.39e-03	0.277	-2.930233	-0.810963	958.64	ATRAID	all-trans retinoic acid induced differentiation factor
10436	6.78e-03	3.39e-03	0.201	-2.930008	-0.58939	593	EMG1	EMG1 N1-specific pseudouridine methyltransferase
346562	6.78e-03	3.39e-03	1.871	2.92996	5.482094	6.84	GNAT3	G protein subunit alpha transducin 3
9904	6.78e-03	3.39e-03	0.153	-2.92976	-0.447305	560.92	RBM19	RNA binding motif protein 19
401115	6.79e-03	3.39e-03	0.284	-2.929595	-0.830981	73.67	C4orf48	chromosome 4 open reading frame 48
64981	6.79e-03	3.40e-03	0.257	-2.92933	-0.754202	222.86	MRPL34	mitochondrial ribosomal protein L34
220213	6.81e-03	3.40e-03	0.316	2.928611	0.926748	154.71	OTUD1	OTU deubiquitinase 1
5471	6.81e-03	3.41e-03	0.28	-2.928377	-0.819208	518.66	PPAT	phosphoribosyl pyrophosphate amidotransferase
51160	6.83e-03	3.42e-03	0.22	-2.927515	-0.644523	627.63	VPS28	VPS28 subunit of ESCRT-I
63950	6.83e-03	3.42e-03	0.779	2.927346	2.281851	138.5	DMRTA2	DMRT like family A2
100506007	6.84e-03	3.42e-03	0.281	2.927082	0.821082	33.22	RTCA-AS1	RTCA antisense RNA 1
105370103	6.84e-03	3.42e-03	0.753	2.927044	2.203351	9.57	LOC105370103	uncharacterized LOC105370103
729305	6.84e-03	3.42e-03	0.961	2.926985	2.812429	7.9	LINC02714	long intergenic non-protein coding RNA 2714
100506885	6.84e-03	3.42e-03	0.462	2.926944	1.353455	25.96	LNC-LBCS	lncRNA bladder and prostate cancer suppressor, hnRNPK interacting
101927138	6.84e-03	3.42e-03	1.017	2.926898	2.976226	6.61	PTPRT-AS1	PTPRT antisense RNA 1
100507290	6.86e-03	3.43e-03	0.366	2.926054	1.071647	168.17	ZNF865	zinc finger protein 865
727684	6.86e-03	3.44e-03	0.442	2.925847	1.293479	14.65	TMEM51-AS2	TMEM51 antisense RNA 2
791231	6.88e-03	3.45e-03	1.228	-2.924929	-3.593098	3.84	TRV-AAC3-1	tRNA-Val (anticodon AAC) 3-1
105375912	6.90e-03	3.45e-03	0.643	2.924307	1.881696	9.04	LOC105375912	uncharacterized LOC105375912
10891	6.90e-03	3.45e-03	0.413	2.924236	1.207682	583.27	PPARGC1A	PPARG coactivator 1 alpha
2936	6.90e-03	3.45e-03	0.215	-2.924196	-0.62817	946.62	GSR	glutathione-disulfide reductase
729652	6.90e-03	3.45e-03	0.417	-2.924182	-1.220818	11.52	TEDC2-AS1	TEDC2 antisense RNA 1
246329	6.90e-03	3.46e-03	0.28	2.923784	0.819845	47.42	STAC3	SH3 and cysteine rich domain 3
100506804	6.91e-03	3.46e-03	0.297	2.923318	0.867389	26.77	TMEM30A-DT	TMEM30A divergent transcript
5495	6.92e-03	3.47e-03	0.196	2.923056	0.572252	870.64	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
10120	6.93e-03	3.47e-03	0.214	-2.92257	-0.625365	694.81	ACTR1B	actin related protein 1B
27243	6.93e-03	3.47e-03	0.186	-2.922403	-0.544137	873.16	CHMP2A	charged multivesicular body protein 2A
11022	6.93e-03	3.47e-03	0.187	-2.922368	-0.546206	213.56	TDRKH	tudor and KH domain containing
84176	6.93e-03	3.47e-03	0.669	2.92235	1.956285	11.56	MYH16	myosin heavy chain 16 pseudogene
440348	6.94e-03	3.48e-03	0.414	2.922046	1.210475	38.52	NPIPB15	nuclear pore complex interacting protein family member B15
24	6.95e-03	3.48e-03	0.612	-2.921651	-1.787731	51.2	ABCA4	ATP binding cassette subfamily A member 4
80298	6.95e-03	3.48e-03	0.194	-2.921578	-0.566201	500.09	MTERF2	mitochondrial transcription termination factor 2
388799	6.96e-03	3.49e-03	0.756	2.920848	2.20859	11.27	FAM209B	family with sequence similarity 209 member B
107985020	6.97e-03	3.49e-03	0.43	-2.920554	-1.256298	48.38	LOC107985020	uncharacterized LOC107985020
827	6.97e-03	3.50e-03	1.026	2.920442	2.995489	10.43	CAPN6	calpain 6
79570	6.97e-03	3.50e-03	0.638	-2.920348	-1.862257	153.55	NKAIN1	sodium/potassium transporting ATPase interacting 1
105376380	6.97e-03	3.50e-03	1.067	2.920365	3.115577	17.69	LOC105376380	uncharacterized LOC105376380
11068	6.98e-03	3.50e-03	0.27	-2.920125	-0.788207	161.76	CYB561D2	cytochrome b561 family member D2
57674	6.98e-03	3.50e-03	0.284	2.919989	0.828248	5194.02	RNF213	ring finger protein 213
23410	7.00e-03	3.51e-03	0.172	-2.919136	-0.503012	293.17	SIRT3	sirtuin 3
140710	7.02e-03	3.52e-03	0.315	2.918398	0.918878	2798.62	SOGA1	suppressor of glucose, autophagy associated 1
25970	7.02e-03	3.52e-03	0.201	-2.918048	-0.585533	491.86	SH2B1	SH2B adaptor protein 1
767592	7.03e-03	3.53e-03	0.472	-2.917646	-1.377277	5.67	SNORD114-14	small nucleolar RNA, C/D box 114-14
54858	7.03e-03	3.53e-03	0.269	-2.91766	-0.784501	1310.38	PGPEP1	pyroglutamyl-peptidase I
6792	7.03e-03	3.53e-03	0.454	-2.917572	-1.323945	1066.84	CDKL5	cyclin dependent kinase like 5
401398	7.03e-03	3.53e-03	0.325	2.91747	0.947719	65.77	POT1-AS1	POT1 antisense RNA 1
105371686	7.04e-03	3.53e-03	0.559	2.917358	1.631061	15.88	LOC105371686	
182	7.05e-03	3.54e-03	0.444	-2.916883	-1.294267	3336.19	JAG1	jagged canonical Notch ligand 1
112268196	7.05e-03	3.54e-03	0.25	2.916722	0.729231	139.21	LOC112268196	
143884	7.06e-03	3.54e-03	0.181	2.916268	0.528824	530.99	CWF19L2	CWF19 like cell cycle control factor 2
51259	7.06e-03	3.55e-03	0.293	-2.916042	-0.853644	105.51	TMEM216	transmembrane protein 216
131965	7.06e-03	3.55e-03	0.143	-2.915992	-0.418197	493.41	METTL6	methyltransferase 6, methylcytidine
642361	7.07e-03	3.55e-03	0.255	-2.915899	-0.743949	51.32	LOC642361	uncharacterized LOC642361
